filename,length,angle
000000005107_24_-84.png,24,-84
000000005107_24_-23.png,24,-23
000000005105_24_61.png,24,61
000000005124_25_5.png,25,5
000000005124_25_25.png,25,25
000000005123_25_48.png,25,48
000000005146_25_20.png,25,20
000000005146_25_-77.png,25,-77
000000005184_26_-16.png,26,-16
000000005154_26_3.png,26,3
000000005154_26_-68.png,26,-68
000000005184_26_10.png,26,10
000000005184_26_54.png,26,54
000000005205_27_14.png,27,14
000000005205_27_-37.png,27,-37
000000005205_27_36.png,27,36
000000005205_27_-16.png,27,-16
000000005193_27_-28.png,27,-28
000000005213_28_-3.png,28,-3
000000005213_28_-29.png,28,-29
000000005225_28_-41.png,28,-41
000000005213_28_72.png,28,72
000000005213_28_5.png,28,5
000000005247_29_52.png,29,52
000000005245_29_-87.png,29,-87
000000005247_29_29.png,29,29
000000005245_29_-36.png,29,-36
000000005247_29_-36.png,29,-36
000000005278_30_31.png,30,31
000000005278_30_-26.png,30,-26
000000005278_30_-63.png,30,-63
000000005282_30_-8.png,30,-8
000000005282_30_-4.png,30,-4
000000005314_31_-83.png,31,-83
000000005314_31_-77.png,31,-77
000000005314_31_8.png,31,8
000000005325_31_72.png,31,72
000000005314_31_53.png,31,53
000000005352_32_61.png,32,61
000000005352_32_24.png,32,24
000000005328_32_-54.png,32,-54
000000005328_32_-87.png,32,-87
000000005328_32_0.png,32,0
000000005356_33_-75.png,33,-75
000000005356_33_-82.png,33,-82
000000005385_33_-69.png,33,-69
000000005385_33_-28.png,33,-28
000000005356_33_-53.png,33,-53
000000005388_34_80.png,34,80
000000005388_34_27.png,34,27
000000005388_34_-53.png,34,-53
000000005388_34_54.png,34,54
000000005388_34_41.png,34,41
000000005418_35_15.png,35,15
000000005412_35_84.png,35,84
000000005418_35_-9.png,35,-9
000000005418_35_4.png,35,4
000000005418_35_79.png,35,79
000000005437_36_-28.png,36,-28
000000005437_36_-84.png,36,-84
000000005443_36_-31.png,36,-31
000000005437_36_60.png,36,60
000000005437_36_-8.png,36,-8
000000005476_37_87.png,37,87
000000005477_37_-7.png,37,-7
000000005476_37_-73.png,37,-73
000000005476_37_-65.png,37,-65
000000005477_37_-10.png,37,-10
000000005486_38_-83.png,38,-83
000000005486_38_8.png,38,8
000000005486_38_72.png,38,72
000000005502_38_42.png,38,42
000000005502_38_-4.png,38,-4
000000005503_39_-27.png,39,-27
000000005513_39_-53.png,39,-53
000000005513_39_80.png,39,80
000000005503_39_79.png,39,79
000000005513_39_35.png,39,35
000000005529_40_-26.png,40,-26
000000005529_40_-50.png,40,-50
000000005529_40_-57.png,40,-57
000000005529_40_-51.png,40,-51
000000005535_40_21.png,40,21
000000005540_41_66.png,41,66
000000005569_41_56.png,41,56
000000005569_41_-3.png,41,-3
000000005569_41_3.png,41,3
000000005540_41_-20.png,41,-20
000000005577_42_44.png,42,44
000000005586_42_47.png,42,47
000000005586_42_13.png,42,13
000000005577_42_65.png,42,65
000000005577_42_9.png,42,9
000000005599_43_-60.png,43,-60
000000005595_43_48.png,43,48
000000005595_43_84.png,43,84
000000005595_43_36.png,43,36
000000005599_43_-18.png,43,-18
000000005600_44_61.png,44,61
000000005600_44_43.png,44,43
000000005601_44_69.png,44,69
000000005601_44_-25.png,44,-25
000000005600_44_-23.png,44,-23
000000005635_45_-6.png,45,-6
000000005635_45_-12.png,45,-12
000000005617_45_-69.png,45,-69
000000005617_45_-67.png,45,-67
000000005635_45_18.png,45,18
000000005644_46_-48.png,46,-48
000000005644_46_-27.png,46,-27
000000005652_46_80.png,46,80
000000005644_46_-14.png,46,-14
000000005652_46_-31.png,46,-31
000000005670_47_19.png,47,19
000000005673_47_-74.png,47,-74
000000005670_47_-18.png,47,-18
000000005670_47_-19.png,47,-19
000000005670_47_-59.png,47,-59
000000005694_48_-2.png,48,-2
000000005694_48_59.png,48,59
000000005690_48_25.png,48,25
000000005694_48_-32.png,48,-32
000000005694_48_-33.png,48,-33
000000005706_49_88.png,49,88
000000005713_49_70.png,49,70
000000005706_49_-80.png,49,-80
000000005706_49_40.png,49,40
000000005706_49_67.png,49,67
000000005724_50_-23.png,50,-23
000000005723_50_4.png,50,4
000000005723_50_-88.png,50,-88
000000005723_50_-45.png,50,-45
000000005723_50_-10.png,50,-10
000000005728_51_25.png,51,25
000000005728_51_27.png,51,27
000000005728_51_90.png,51,90
000000005754_51_-45.png,51,-45
000000005754_51_58.png,51,58
000000005758_52_37.png,52,37
000000005758_52_-62.png,52,-62
000000005802_52_83.png,52,83
000000005758_52_60.png,52,60
000000005758_52_-43.png,52,-43
000000005804_53_41.png,53,41
000000005804_53_-51.png,53,-51
000000005804_53_48.png,53,48
000000005804_53_-11.png,53,-11
000000005804_53_-83.png,53,-83
000000005820_54_81.png,54,81
000000005820_54_-61.png,54,-61
000000005820_54_-68.png,54,-68
000000005860_54_-12.png,54,-12
000000005820_54_-65.png,54,-65
000000005879_55_25.png,55,25
000000005934_55_29.png,55,29
000000005934_55_-57.png,55,-57
000000005934_55_-79.png,55,-79
000000005879_55_59.png,55,59
000000005965_56_-52.png,56,-52
000000005965_56_78.png,56,78
000000005961_56_26.png,56,26
000000005961_56_-71.png,56,-71
000000005961_56_52.png,56,52
000000006005_57_-67.png,57,-67
000000005992_57_45.png,57,45
000000006005_57_41.png,57,41
000000005992_57_50.png,57,50
000000005992_57_76.png,57,76
000000006012_58_12.png,58,12
000000006012_58_-63.png,58,-63
000000006019_58_-86.png,58,-86
000000006012_58_-16.png,58,-16
000000006012_58_6.png,58,6
000000006028_59_22.png,59,22
000000006028_59_-67.png,59,-67
000000006028_59_-89.png,59,-89
000000006028_59_74.png,59,74
000000006028_59_-53.png,59,-53
000000006033_60_76.png,60,76
000000006040_60_-10.png,60,-10
000000006040_60_30.png,60,30
000000006033_60_56.png,60,56
000000006040_60_-20.png,60,-20
000000006074_61_70.png,61,70
000000006074_61_75.png,61,75
000000006074_61_-8.png,61,-8
000000006074_61_-88.png,61,-88
000000006074_61_-46.png,61,-46
000000006091_62_84.png,62,84
000000006091_62_-38.png,62,-38
000000006091_62_-79.png,62,-79
000000006091_62_7.png,62,7
000000006091_62_-8.png,62,-8
000000006177_63_44.png,63,44
000000006177_63_-78.png,63,-78
000000006153_63_-30.png,63,-30
000000006153_63_45.png,63,45
000000006177_63_-76.png,63,-76
000000006180_64_-86.png,64,-86
000000006180_64_-44.png,64,-44
000000006180_64_-60.png,64,-60
000000006180_64_-80.png,64,-80
000000006180_64_52.png,64,52
000000006189_65_-16.png,65,-16
000000006189_65_-31.png,65,-31
000000006189_65_-65.png,65,-65
000000006189_65_80.png,65,80
000000006189_65_24.png,65,24
000000006211_66_49.png,66,49
000000006211_66_76.png,66,76
000000006211_66_-23.png,66,-23
000000006211_66_-45.png,66,-45
000000006211_66_47.png,66,47
000000006213_67_42.png,67,42
000000006213_67_70.png,67,70
000000006213_67_-63.png,67,-63
000000006213_67_-65.png,67,-65
000000006213_67_-12.png,67,-12
000000006220_68_8.png,68,8
000000006220_68_21.png,68,21
000000006220_68_-79.png,68,-79
000000006220_68_53.png,68,53
000000006220_68_68.png,68,68
000000006226_69_-25.png,69,-25
000000006226_69_53.png,69,53
000000006226_69_-11.png,69,-11
000000006226_69_40.png,69,40
000000006226_69_-60.png,69,-60
000000006266_70_-50.png,70,-50
000000006266_70_-53.png,70,-53
000000006266_70_-62.png,70,-62
000000006266_70_50.png,70,50
000000006266_70_67.png,70,67
000000006306_71_5.png,71,5
000000006306_71_-18.png,71,-18
000000006306_71_19.png,71,19
000000006306_71_20.png,71,20
000000006306_71_44.png,71,44
000000006347_72_-40.png,72,-40
000000006347_72_24.png,72,24
000000006347_72_30.png,72,30
000000006347_72_-41.png,72,-41
000000006347_72_69.png,72,69
000000006393_73_-80.png,73,-80
000000006393_73_22.png,73,22
000000006393_73_70.png,73,70
000000006393_73_45.png,73,45
000000006393_73_-3.png,73,-3
000000006397_74_63.png,74,63
000000006397_74_12.png,74,12
000000006397_74_-58.png,74,-58
000000006397_74_-80.png,74,-80
000000006397_74_-9.png,74,-9
000000006415_75_6.png,75,6
000000006415_75_84.png,75,84
000000006415_75_71.png,75,71
000000006415_75_11.png,75,11
000000006415_75_41.png,75,41
000000006417_76_-15.png,76,-15
000000006417_76_85.png,76,85
000000006417_76_-34.png,76,-34
000000006417_76_72.png,76,72
000000006417_76_-84.png,76,-84
000000006437_77_60.png,77,60
000000006437_77_-63.png,77,-63
000000006437_77_-66.png,77,-66
000000006437_77_76.png,77,76
000000006437_77_8.png,77,8
000000006450_78_-22.png,78,-22
000000006450_78_-14.png,78,-14
000000006450_78_-52.png,78,-52
000000006450_78_83.png,78,83
000000006450_78_66.png,78,66
000000006460_79_35.png,79,35
000000006460_79_75.png,79,75
000000006460_79_-32.png,79,-32
000000006460_79_10.png,79,10
000000006460_79_32.png,79,32
000000006471_80_50.png,80,50
000000006471_80_-28.png,80,-28
000000006471_80_19.png,80,19
000000006471_80_-66.png,80,-66
000000006471_80_47.png,80,47
000000006473_81_-35.png,81,-35
000000006473_81_-15.png,81,-15
000000006473_81_38.png,81,38
000000006473_81_-60.png,81,-60
000000006473_81_37.png,81,37
000000006484_82_18.png,82,18
000000006484_82_-47.png,82,-47
000000006484_82_19.png,82,19
000000006484_82_-60.png,82,-60
000000006484_82_-87.png,82,-87
000000006497_83_86.png,83,86
000000006497_83_73.png,83,73
000000006497_83_13.png,83,13
000000006497_83_-59.png,83,-59
000000006497_83_-36.png,83,-36
000000006527_84_-19.png,84,-19
000000006527_84_-89.png,84,-89
000000006527_84_-11.png,84,-11
000000006527_84_40.png,84,40
000000006527_84_83.png,84,83
000000006579_85_31.png,85,31
000000006579_85_-76.png,85,-76
000000006579_85_20.png,85,20
000000006579_85_-40.png,85,-40
000000006579_85_-31.png,85,-31
000000006580_86_-49.png,86,-49
000000006580_86_66.png,86,66
000000006580_86_-67.png,86,-67
000000006580_86_38.png,86,38
000000006580_86_-54.png,86,-54
000000006589_87_-25.png,87,-25
000000006589_87_-54.png,87,-54
000000006589_87_-27.png,87,-27
000000006589_87_49.png,87,49
000000006589_87_32.png,87,32
000000006593_88_5.png,88,5
000000006593_88_-81.png,88,-81
000000006593_88_-19.png,88,-19
000000006593_88_12.png,88,12
000000006593_88_90.png,88,90
000000006608_89_9.png,89,9
000000006608_89_-12.png,89,-12
000000006608_89_-71.png,89,-71
000000006608_89_-46.png,89,-46
000000006608_89_-80.png,89,-80
000000006614_90_-83.png,90,-83
000000006614_90_-86.png,90,-86
000000006614_90_-46.png,90,-46
000000006614_90_38.png,90,38
000000006614_90_-18.png,90,-18
000000006658_91_48.png,91,48
000000006658_91_46.png,91,46
000000006658_91_36.png,91,36
000000006658_91_-13.png,91,-13
000000006658_91_-48.png,91,-48
000000006662_92_25.png,92,25
000000006662_92_6.png,92,6
000000006662_92_13.png,92,13
000000006662_92_-11.png,92,-11
000000006662_92_-44.png,92,-44
000000006672_93_-82.png,93,-82
000000006672_93_-46.png,93,-46
000000006672_93_-29.png,93,-29
000000006672_93_-12.png,93,-12
000000006672_93_-81.png,93,-81
000000006673_94_16.png,94,16
000000006673_94_-23.png,94,-23
000000006673_94_69.png,94,69
000000006673_94_-81.png,94,-81
000000006673_94_-59.png,94,-59
000000006688_95_5.png,95,5
000000006688_95_75.png,95,75
000000006688_95_-11.png,95,-11
000000006688_95_-51.png,95,-51
000000006688_95_-16.png,95,-16
000000006701_96_34.png,96,34
000000006701_96_-66.png,96,-66
000000006701_96_-64.png,96,-64
000000006701_96_81.png,96,81
000000006701_96_74.png,96,74
000000006712_97_-81.png,97,-81
000000006712_97_-57.png,97,-57
000000006712_97_-30.png,97,-30
000000006712_97_-53.png,97,-53
000000006712_97_-61.png,97,-61
000000006719_98_40.png,98,40
000000006719_98_-31.png,98,-31
000000006719_98_54.png,98,54
000000006719_98_-40.png,98,-40
000000006719_98_-38.png,98,-38
000000006720_99_20.png,99,20
000000006720_99_6.png,99,6
000000006720_99_27.png,99,27
000000006720_99_-12.png,99,-12
000000006720_99_-72.png,99,-72
000000006723_100_35.png,100,35
000000006723_100_75.png,100,75
000000006723_100_-2.png,100,-2
000000006723_100_88.png,100,88
000000006723_100_-62.png,100,-62
